year,make,model,body_styles,sub_models
1967,Chevrolet,Chevelle,"[""Coupe"",""Sedan""]"
1967,Ford,Mustang,"[""Coupe""]"
1967,Volkswagen,Microbus,"[""Van/Minivan""]"
