year,make,model,body_styles,sub_models
2024,Acura,Integra,"[""Hatchback""]"
2024,Acura,MDX,"[""SUV""]"
2024,Audi,Q8,"[""SUV""]"
2024,BMW,8 Series,"[""Coupe""]","[""840""]"
2024,BMW,M4,"[""Coupe""]","[""M440""]"
2024,BMW,X6,"[""SUV""]"
2024,BMW,X7,"[""SUV""]","[""XB7"",""M60i""]"
2024,Buick,Encore,"[""SUV""]"
2024,Buick,Encore GX,"[""SUV""]"
2024,Chevrolet,Blazer,"[""SUV""]"
2024,Chevrolet,Equinox,"[""SUV""]"
2024,Chevrolet,Silverado 2500,"[""Pickup""]"
2024,Chevrolet,Silverado 3500,"[""Pickup""]"
2024,Chevrolet,Trax,"[""SUV""]"
2024,Ford,Mustang,"[""Coupe""]"
2024,Ford,Transit 150,"[""Van/Minivan""]"
2024,Ford,Transit 250,"[""Van/Minivan""]"
2024,Ford,Transit 350,"[""Van/Minivan""]"
2024,GMC,Hummer,"[""SUV""]"
2024,GMC,Sierra 2500,"[""Pickup""]"
2024,GMC,Sierra 3500,"[""Pickup""]"
2024,Honda,Prologue,"[""SUV""]"
2024,Honda,HR-V,"[""SUV""]"
2024,Hyundai,Ioniq,"[""Sedan"",""SUV""]"
2024,Jeep,Recon,"[""SUV""]"
2024,MINI,Clubman,"[""Hatchback"",""Wagon""]"
2024,MINI,Countryman,"[""SUV""]"
2024,MINI,Clubman,"[""Hatchback""]"
2024,MINI,Hardtop,"[""Hatchback""]","[""SE"",""Cooper""]"
2024,MINI,Convertible,"[""Convertible""]"
2024,Kia,EV9,"[""SUV""]"
2024,Kia,Seltos,"[""SUV""]"
2024,Kia,Carnival,"[""SUV""]"
2024,Lexus,TX,"[""SUV""]"
2024,Lexus,NX,"[""SUV""]"
2024,MAZDA,CX-70,"[""SUV""]"
2024,MAZDA,CX-90,"[""SUV""]"
2024,Polestar,5,"[""Sedan""]"
2024,Subaru,Crosstrek,"[""SUV""]"
2024,Subaru,Outback,"[""SUV""]"
2024,Subaru,Legacy,"[""SUV""]"
2024,Subaru,Impreza,"[""Sedan"",""Wagon""]"
2024,Volkswagen,ID.Buzz,"[""Van/Minivan""]"
2024,Volvo,EX90,"[""SUV""]"
2024,BMW,i4,"[""Coupe""]","[""430"",""440""]"
2024,BMW,M4,"[""Sedan""]","[""M440""]"
2024,BMW,X5,"[""SUV""]"
2024,BMW,X6,"[""SUV""]"
2024,BMW,iX,"[""SUV""]"
2024,Mercedes-Benz,GLE,"[""SUV""]"
2024,Lotus,Eletre,"[""SUV""]"
2024,Lotus,Emira,"[""Coupe""]"
