year,make,model,body_styles,sub_models
1988,Buick,Reatta,"[""Sedan""]"
1988,Chevrolet,3500,"[""Pickup""]"
1988,Ford,Mustang,"[""Coupe"",""Convertible""]"
1988,Mercedes-Benz,SL-Class,"[""Convertible""]"
1988,Mercury,Cougar,"[""Coupe""]"
1988,Porsche,911,"[""Coupe"",""Convertible""]"
