year,make,model,body_styles,sub_models
1991,Chevrolet,Silverado,"[""Pickup""]","[""1500"",""2500"",""3500""]"
1991,Chevrolet,S10,"[""Pickup""]","[""S-10""]"
1991,Ford,Bronco,"[""SUV""]"
1991,Land Rover,Defender,"[""SUV""]"
1991,Toyota,Previa,"[""Van/Minivan""]"
