year,make,model,body_styles,sub_models
1996,Acura,Integra,"[""Sedan"",""Hatchback""]"
1996,Acura,NSX,"[""Coupe"",""Convertible""]"
1996,Acura,RL,"[""Sedan""]"
1996,Acura,SLX,"[""SUV""]"
1996,Acura,TL,"[""Sedan""]"
1996,Audi,A4,"[""Sedan""]"
1996,Audi,A6,"[""Sedan"",""Wagon""]"
1996,Audi,Cabriolet,"[""Convertible""]"
1996,BMW,3 Series,"[""Hatchback"",""Coupe"",""Sedan"",""Convertible""]"
1996,BMW,7 Series,"[""Sedan""]"
1996,BMW,8 Series,"[""Coupe""]"
1996,BMW,M3,"[""Coupe""]"
1996,BMW,Z3,"[""Convertible""]"
1996,Buick,Century,"[""Wagon"",""Sedan""]"
1996,Buick,LeSabre,"[""Sedan""]"
1996,Buick,Park Avenue,"[""Sedan""]"
1996,Buick,Regal,"[""Coupe"",""Sedan""]"
1996,Buick,Riviera,"[""Coupe""]"
1996,Buick,Roadmaster,"[""Sedan"",""Wagon""]"
1996,Buick,Skylark,"[""Coupe"",""Sedan""]"
1996,Cadillac,DeVille,"[""Sedan""]"
1996,Cadillac,Eldorado,"[""Coupe""]"
1996,Cadillac,Fleetwood,"[""Sedan""]"
1996,Cadillac,Seville,"[""Sedan""]"
1996,Chevrolet,Silverado,"[""Pickup""]","[""1500"",""2500"",""3500""]"
1996,Chevrolet,Astro,"[""Van/Minivan""]"
1996,Chevrolet,Beretta,"[""Coupe""]"
1996,Chevrolet,Blazer,"[""SUV""]"
1996,Chevrolet,Camaro,"[""Coupe"",""Convertible""]"
1996,Chevrolet,Caprice Classic,"[""Sedan"",""Wagon""]"
1996,Chevrolet,Cavalier,"[""Sedan"",""Coupe"",""Convertible""]"
1996,Chevrolet,Corsica,"[""Sedan""]"
1996,Chevrolet,Corvette,"[""Hatchback"",""Convertible""]"
1996,Chevrolet,Express,"[""Van/Minivan""]"
1996,Chevrolet,G-Series 1500,"[""Van/Minivan""]"
1996,Chevrolet,G-Series 2500,"[""Van/Minivan""]"
1996,Chevrolet,G-Series G30,"[""Van/Minivan""]"
1996,Chevrolet,Impala,"[""Sedan""]"
1996,Chevrolet,Lumina,"[""Sedan"",""Van/Minivan""]"
1996,Chevrolet,Monte Carlo,"[""Coupe""]"
1996,Chevrolet,S10,"[""Pickup""]"
1996,Chevrolet,Sportvan G30,"[""Van/Minivan""]"
1996,Chevrolet,Suburban,"[""SUV""]"
1996,Chevrolet,Tahoe,"[""SUV""]"
1996,Chrysler,Cirrus,"[""Sedan""]"
1996,Chrysler,Concorde,"[""Sedan""]"
1996,Chrysler,LHS,"[""Sedan""]"
1996,Chrysler,New Yorker,"[""Sedan""]"
1996,Chrysler,Sebring,"[""Coupe"",""Convertible""]"
1996,Chrysler,Town & Country,"[""Van/Minivan""]"
1996,Dodge,Avenger,"[""Coupe""]"
1996,Dodge,Caravan,"[""Van/Minivan""]"
1996,Dodge,Dakota,"[""Pickup""]"
1996,Dodge,Grand Caravan,"[""Van/Minivan""]"
1996,Dodge,Intrepid,"[""Sedan""]"
1996,Dodge,Neon,"[""Sedan"",""Coupe""]"
1996,Dodge,Ram 1500,"[""Pickup""]"
1996,Dodge,Ram 2500,"[""Pickup""]"
1996,Dodge,Ram 3500,"[""Pickup""]"
1996,Dodge,Ram Van 1500,"[""Van/Minivan""]"
1996,Dodge,Ram Van 2500,"[""Van/Minivan""]"
1996,Dodge,Ram Van 3500,"[""Van/Minivan""]"
1996,Dodge,Ram Wagon 1500,"[""Van/Minivan""]"
1996,Dodge,Ram Wagon 2500,"[""Van/Minivan""]"
1996,Dodge,Ram Wagon 3500,"[""Van/Minivan""]"
1996,Dodge,Stealth,"[""Hatchback""]"
1996,Dodge,Stratus,"[""Sedan""]"
1996,Dodge,Viper,"[""Coupe"",""Convertible""]"
1996,Eagle,Summit,"[""Sedan"",""Coupe"",""Wagon""]"
1996,Eagle,Talon,"[""Hatchback""]"
1996,Eagle,Vision,"[""Sedan""]"
1996,Ford,Aerostar,"[""Van/Minivan""]"
1996,Ford,Aspire,"[""Hatchback""]"
1996,Ford,Bronco,"[""SUV""]"
1996,Ford,Club Wagon,"[""Van/Minivan""]"
1996,Ford,Contour,"[""Sedan""]"
1996,Ford,Crown Victoria,"[""Sedan""]"
1996,Ford,Econoline E150,"[""Van/Minivan""]"
1996,Ford,Econoline E250,"[""Van/Minivan""]"
1996,Ford,Econoline E350,"[""Van/Minivan""]"
1996,Ford,Escort,"[""Hatchback"",""Sedan"",""Wagon""]"
1996,Ford,Explorer,"[""SUV""]"
1996,Ford,F-150,"[""Pickup""]"
1996,Ford,F-250,"[""Pickup""]"
1996,Ford,F-350,"[""Pickup""]"
1996,Ford,Mustang,"[""Coupe"",""Convertible""]"
1996,Ford,Probe,"[""Hatchback""]"
1996,Ford,Ranger,"[""Pickup""]"
1996,Ford,Ranger,"[""Pickup""]"
1996,Ford,Taurus,"[""Sedan"",""Wagon""]"
1996,Ford,Thunderbird,"[""Coupe""]"
1996,Ford,Windstar,"[""Van/Minivan""]"
1996,Geo,Metro,"[""Hatchback"",""Sedan""]"
1996,Geo,Prizm,"[""Sedan""]"
1996,Geo,Tracker,"[""SUV""]"
1996,GMC,1500,"[""Pickup""]"
1996,GMC,2500,"[""Pickup""]"
1996,GMC,3500,"[""Pickup""]"
1996,GMC,Jimmy,"[""SUV""]"
1996,GMC,Rally Wagon G3500,"[""Van/Minivan""]"
1996,GMC,Safari,"[""Van/Minivan""]"
1996,GMC,Savana 1500,"[""Van/Minivan""]"
1996,GMC,Savana 2500,"[""Van/Minivan""]"
1996,GMC,Savana 3500,"[""Van/Minivan""]"
1996,GMC,Sonoma,"[""Pickup""]"
1996,GMC,Suburban 1500,"[""SUV""]"
1996,GMC,Suburban 2500,"[""SUV""]"
1996,GMC,Vandura G3500,"[""Van/Minivan""]"
1996,GMC,Yukon,"[""SUV""]"
1996,Honda,Accord,"[""Sedan"",""Wagon"",""Coupe""]"
1996,Honda,Civic,"[""Sedan"",""Coupe"",""Hatchback""]"
1996,Honda,del Sol,"[""Coupe""]"
1996,Honda,Odyssey,"[""Van/Minivan""]"
1996,Honda,Passport,"[""SUV""]"
1996,Honda,Prelude,"[""Coupe""]"
1996,HUMMER,H1,"[""SUV"",""Wagon""]"
1996,Hyundai,Accent,"[""Hatchback"",""Sedan""]"
1996,Hyundai,Elantra,"[""Sedan"",""Wagon""]"
1996,Hyundai,Sonata,"[""Sedan""]"
1996,INFINITI,G,"[""Sedan""]"
1996,INFINITI,I,"[""Sedan""]"
1996,INFINITI,J,"[""Sedan""]"
1996,INFINITI,Q,"[""Sedan""]"
1996,Isuzu,Hombre,"[""Pickup""]"
1996,Isuzu,Oasis,"[""Van/Minivan""]"
1996,Isuzu,Rodeo,"[""SUV""]"
1996,Isuzu,Trooper,"[""SUV""]"
1996,Jaguar,XJ,"[""Sedan"",""Convertible""]"
1996,Jeep,Cherokee,"[""SUV""]"
1996,Jeep,Grand Cherokee,"[""SUV""]"
1996,Kia,Sephia,"[""Sedan""]"
1996,Kia,Sportage,"[""SUV""]"
1996,Land Rover,Discovery,"[""SUV""]"
1996,Land Rover,Range Rover,"[""SUV""]"
1996,Lexus,ES,"[""Sedan""]"
1996,Lexus,GS,"[""Sedan""]"
1996,Lexus,LS,"[""Sedan""]"
1996,Lexus,LX,"[""SUV""]"
1996,Lexus,SC,"[""Coupe""]"
1996,Lincoln,Continental,"[""Sedan""]"
1996,Lincoln,Mark VIII,"[""Coupe""]"
1996,Lincoln,Town Car,"[""Sedan""]"
1996,MAZDA,626,"[""Sedan""]"
1996,MAZDA,B-Series,"[""Pickup""]"
1996,MAZDA,Millenia,"[""Sedan""]"
1996,MAZDA,MPV,"[""Van/Minivan""]"
1996,MAZDA,MX-5 Miata,"[""Convertible""]"
1996,MAZDA,MX-6,"[""Coupe""]"
1996,MAZDA,Protege,"[""Sedan""]"
1996,Mercedes-Benz,C-Class,"[""Sedan""]"
1996,Mercedes-Benz,E-Class,"[""Sedan""]"
1996,Mercedes-Benz,S-Class,"[""Sedan"",""Coupe""]"
1996,Mercedes-Benz,SL-Class,"[""Convertible""]"
1996,Mercury,Cougar,"[""Coupe""]"
1996,Mercury,Grand Marquis,"[""Sedan""]"
1996,Mercury,Mystique,"[""Sedan""]"
1996,Mercury,Sable,"[""Sedan"",""Wagon""]"
1996,Mercury,Tracer,"[""Sedan"",""Wagon""]"
1996,Mercury,Villager,"[""Van/Minivan""]"
1996,Mitsubishi,3000GT,"[""Coupe"",""Convertible""]"
1996,Mitsubishi,Diamante,"[""Sedan""]"
1996,Mitsubishi,Eclipse,"[""Hatchback"",""Convertible""]"
1996,Mitsubishi,Galant,"[""Sedan""]"
1996,Mitsubishi,Mighty Max,"[""Pickup""]"
1996,Mitsubishi,Mirage,"[""Coupe"",""Sedan""]"
1996,Mitsubishi,Montero,"[""SUV""]"
1996,Nissan,200SX,"[""Coupe""]"
1996,Nissan,240SX,"[""Coupe""]"
1996,Nissan,300ZX,"[""Hatchback"",""Convertible""]"
